V,V1,V2
8597,1088,2998
8598,1088,3095
8599,1089,1399
8600,1089,1720
8601,1089,2114
8602,1089,2992
8603,1089,3316
8604,1089,3661
8605,1090,1444
8606,1090,1446
8607,1090,1784
8608,1090,2563
8609,1090,2831
8610,1090,2835
8611,1090,2993
8612,1090,3099
8613,1090,3305
8614,1090,3364
8615,1090,3423
8616,1090,3741
8617,1090,3774
8618,1091,1543
8619,1091,2558
8620,1092,2476
8621,1092,2959
8622,1096,1233
8623,1096,1676
8624,1096,1889
8625,1096,1954
8626,1096,2984
8627,1096,3201
8628,1096,3671
8629,1097,1322
8630,1097,2450
8631,1097,2983
8632,1098,1730
8633,1098,2109
8634,1098,2195
8635,1098,2442
8636,1098,2933
8637,1098,2968
8638,1098,3774
8639,1098,3845
8640,1099,2628
8641,1101,1164
8642,1101,1290
8643,1101,1403
8644,1101,2494
8645,1101,3406
8646,1103,2109
8647,1104,1387
8648,1104,1646
8649,1104,1742
8650,1104,2652
8651,1104,2814
8652,1104,3504
8653,1104,3714
8654,1104,3767
8655,1104,3901
8656,1104,3977
8657,1105,1912
8658,1105,2093
8659,1105,2610
8660,1105,2812
8661,1105,2874
8662,1105,3704
8663,1105,3804
8664,1106,1555
8665,1106,1700
8666,1106,1729
8667,1106,1908
8668,1106,1941
8669,1106,2411
8670,1106,2563
8671,1106,2744
8672,1106,3005
8673,1106,3562
8674,1106,3564
8675,1106,3798
8676,1106,3930
8677,1106,3963
8678,1107,1917
8679,1107,2422
8680,1107,2442
8681,1107,2802
8682,1107,2920
8683,1108,1109
8684,1108,1446
8685,1108,1908
8686,1108,2211
8687,1108,2631
8688,1108,3592
8689,1108,3888
8690,1109,1446
8691,1109,1908
8692,1109,2211
8693,1109,2631
8694,1109,3592
8695,1109,3888
8696,1110,1725
8697,1110,1765
8698,1110,2464
8699,1111,3379
8700,1112,1114
8701,1112,1141
8702,1112,1956
8703,1112,2573
8704,1112,2751
8705,1112,4090
8706,1114,1141
8707,1114,1956
8708,1114,2573
8709,1114,2751
8710,1114,4090
8711,1115,1633
8712,1115,2450
8713,1115,2550
8714,1115,2983
8715,1115,2985
8716,1115,3087
8717,1115,3114
8718,1118,1328
8719,1118,1418
8720,1118,1460
8721,1118,2956
8722,1119,1144
8723,1119,1241
8724,1119,1755
8725,1119,2067
8726,1119,2069
8727,1120,2124
8728,1121,3504
8729,1122,1583
8730,1122,2355
8731,1122,2579
8732,1123,1657
8733,1123,1730
8734,1123,2344
8735,1123,2624
8736,1123,2814
8737,1123,2831
8738,1123,3414
8739,1124,1197
8740,1124,1491
8741,1124,1588
8742,1124,2339
8743,1124,2628
8744,1124,4047
8745,1126,2611
8746,1127,2442
8747,1127,2851
8748,1128,1295
8749,1128,3260
8750,1128,3957
8751,1128,4043
8752,1129,1139
8753,1129,1192
8754,1129,1370
8755,1129,1450
8756,1129,2252
8757,1129,2461
8758,1129,2754
8759,1129,2824
8760,1129,2929
8761,1129,3583
8762,1130,3124
8763,1131,1283
8764,1131,2510
8765,1131,2518
8766,1131,3987
8767,1132,1185
8768,1132,1503
8769,1132,1603
8770,1132,1875
8771,1132,2181
8772,1132,2364
8773,1132,2508
8774,1132,3179
8775,1132,3713
8776,1132,3732
8777,1132,3820
8778,1133,3751
8779,1133,3793
8780,1133,3886
8781,1133,4107
8782,1134,1571
8783,1134,1613
8784,1134,2212
8785,1134,2628
8786,1134,3035
8787,1134,3149
8788,1134,3744
8789,1135,3727
8790,1136,1159
8791,1136,1204
8792,1136,1270
8793,1136,1563
8794,1136,1958
8795,1136,3690
8796,1136,3739
8797,1136,3740
8798,1136,3870
8799,1136,4013
8800,1137,1427
8801,1137,1927
8802,1137,2083
8803,1137,2278
8804,1137,3088
8805,1137,3702
8806,1139,1192
8807,1139,1370
8808,1139,1450
8809,1139,2754
8810,1139,3583
8811,1141,1956
8812,1141,2573
8813,1141,2751
8814,1141,4090
8815,1142,1505
8816,1142,1855
8817,1142,2012
8818,1142,2326
8819,1142,2543
8820,1142,2663
8821,1142,2741
8822,1142,2879
8823,1142,2903
8824,1142,3010
8825,1142,3431
8826,1142,3479
8827,1142,3649
8828,1142,3785
8829,1142,3914
8830,1143,3224
8831,1143,3772
8832,1144,1241
8833,1144,1755
8834,1144,2067
8835,1144,2069
8836,1145,2758
8837,1146,1651
8838,1146,1985
8839,1146,4037
8840,1147,3024
8841,1147,3065
8842,1148,1917
8843,1148,3724
8844,1149,1333
8845,1149,1687
8846,1149,1732
8847,1149,1830
8848,1149,1926
8849,1149,2093
8850,1149,2225
8851,1149,2256
8852,1149,2726
8853,1149,2807
8854,1149,2810
8855,1149,3051
8856,1149,3574
8857,1149,3587
8858,1149,3635
8859,1149,3704
8860,1149,3939
8861,1149,3981
8862,1150,1192
8863,1150,1618
8864,1150,1623
8865,1150,1669
8866,1150,1702
8867,1150,2640
8868,1150,2754
8869,1150,3071
8870,1150,3120
8871,1150,3321
8872,1150,3381
8873,1150,3846
8874,1150,4023
8875,1151,2061
8876,1151,2442
8877,1151,2761
8878,1151,3464
8879,1153,1463
8880,1153,3072
8881,1153,3073
8882,1153,3706
8883,1154,1655
8884,1154,1670
8885,1154,1917
8886,1154,1929
8887,1154,2104
8888,1154,2325
8889,1154,2409
8890,1154,2442
8891,1154,2893
8892,1154,3063
8893,1154,3113
8894,1154,3344
8895,1154,3367
8896,1154,3415
8897,1154,3724
8898,1154,3873
8899,1154,3940
8900,1154,4045
8901,1155,1224
8902,1155,2950
8903,1156,1651
8904,1156,2181
8905,1156,2543
8906,1156,3179
8907,1156,3185
8908,1156,3298
8909,1156,3592
8910,1156,3899
8911,1157,1864
8912,1157,2207
8913,1157,2604
8914,1157,3236
8915,1157,3775
8916,1157,3948
8917,1158,1466
8918,1158,2064
8919,1158,2522
8920,1158,3251
8921,1158,3252
8922,1158,3489
8923,1159,1270
8924,1159,1958
8925,1159,3740
8926,1159,3870
8927,1161,3680
8928,1162,1619
8929,1162,2513
8930,1162,2626
8931,1162,3080
8932,1162,3812
8933,1163,1358
8934,1163,1836
8935,1163,1987
8936,1164,1403
8937,1164,2494
8938,1165,1542
8939,1165,1712
8940,1165,2185
8941,1165,2699
8942,1165,3446
8943,1165,3520
8944,1166,1583
8945,1166,1793
8946,1166,2355
8947,1166,3048
8948,1166,3205
8949,1166,3738
8950,1167,2218
8951,1167,3154
8952,1169,2495
8953,1169,2962
8954,1169,3235
8955,1170,1420
8956,1170,1573
8957,1170,2020
8958,1170,2639
8959,1170,2643
8960,1170,3406
8961,1171,2719
8962,1172,1192
8963,1172,1306
8964,1172,1515
8965,1172,1789
8966,1172,2006
8967,1172,2079
8968,1172,2133
8969,1172,2167
8970,1172,2206
8971,1172,2410
8972,1172,2444
8973,1172,2526
8974,1172,2570
8975,1172,2586
8976,1172,2621
8977,1172,2662
8978,1172,2703
8979,1172,2715
8980,1172,2824
8981,1172,2835
8982,1172,2881
8983,1172,2898
8984,1172,3419
8985,1172,3708
8986,1172,3773
8987,1172,3838
8988,1173,3294
8989,1173,3433
8990,1174,1523
8991,1174,3440
8992,1175,1457
8993,1175,1719
8994,1175,2100
8995,1175,2852
8996,1175,3066
8997,1175,3321
8998,1175,3417
8999,1175,3451
9000,1175,3611
9001,1176,2419
9002,1176,3888
9003,1177,1339
9004,1177,2214
9005,1177,3839
9006,1178,1583
9007,1178,2229
9008,1178,2355
9009,1178,2492
9010,1179,1299
9011,1179,1529
9012,1179,1636
9013,1179,2723
9014,1179,3667
9015,1180,1478
9016,1180,1917
9017,1180,2442
9018,1180,2851
9019,1180,3124
9020,1180,3724
9021,1181,1684
9022,1181,2696
9023,1181,3124
9024,1182,3216
9025,1183,2070
9026,1184,1654
9027,1185,1503
9028,1185,1603
9029,1185,2181
9030,1185,2364
9031,1185,2508
9032,1185,3179
9033,1185,3713
9034,1185,3732
9035,1186,1714
9036,1186,1896
9037,1186,2215
9038,1186,2757
9039,1186,3373
9040,1187,1247
9041,1187,1250
9042,1187,2028
9043,1187,2648
9044,1187,3872
9045,1188,1690
9046,1188,1885
9047,1188,2138
9048,1188,2584
9049,1188,2585
9050,1189,1441
9051,1189,2825
9052,1189,3033
9053,1189,3413
9054,1191,2227
9055,1191,2572
9056,1191,2693
9057,1191,2995
9058,1192,1306
9059,1192,1370
9060,1192,1450
9061,1192,1492
9062,1192,1618
9063,1192,1623
9064,1192,2075
9065,1192,2079
9066,1192,2133
9067,1192,2244
9068,1192,2252
9069,1192,2302
9070,1192,2410
9071,1192,2444
9072,1192,2461
9073,1192,2526
9074,1192,2570
9075,1192,2586
9076,1192,2677
9077,1192,2715
9078,1192,2754
9079,1192,2824
9080,1192,2835
9081,1192,2843
9082,1192,2929
9083,1192,3208
9084,1192,3209
9085,1192,3247
9086,1192,3583
9087,1192,3604
9088,1192,3659
9089,1192,3708
9090,1192,3838
9091,1192,3844
9092,1193,1614
9093,1193,1767
9094,1193,3036
9095,1193,3943
9096,1194,1615
9097,1194,1756
9098,1194,1763
9099,1194,1892
9100,1194,2468
9101,1194,2861
9102,1194,3065
9103,1194,3448
9104,1195,1917
9105,1195,3724
9106,1196,1284
9107,1196,1615
9108,1196,1769
9109,1196,2358
9110,1196,2468
9111,1196,2515
9112,1196,2717
9113,1196,2927
9114,1196,3065
9115,1196,3494
9116,1196,3644
9117,1196,3740
9118,1196,3870
9119,1196,3879
9120,1196,4041
9121,1197,1325
9122,1197,1491
9123,1197,1588
9124,1197,1613
9125,1197,1761
9126,1197,2134
9127,1197,2279
9128,1197,2318
9129,1197,2339
9130,1197,2348
9131,1197,2611
9132,1197,2622
9133,1197,2628
9134,1197,2712
9135,1197,2727
9136,1197,3001
9137,1197,3002
9138,1197,3092
9139,1197,3152
9140,1197,3271
9141,1197,3935
9142,1197,4047
9143,1198,1845
9144,1198,3221
9145,1199,1543
9146,1199,1785
9147,1199,3169
9148,1200,1718
9149,1200,2296
9150,1200,2442
9151,1200,2714
9152,1200,2851
9153,1200,3774
9154,1200,3876
9155,1200,3940
9156,1202,1548
9157,1202,2166
9158,1202,3016
9159,1202,3869
9160,1203,1278
9161,1203,1281
9162,1203,1322
9163,1203,1979
9164,1203,2024
9165,1203,2556
9166,1203,2983
9167,1203,2985
9168,1204,1563
9169,1204,3690
9170,1204,3870
9171,1205,1355
9172,1205,3618
9173,1206,1383
9174,1206,1973
9175,1206,2290
9176,1206,2721
9177,1206,2778
9178,1206,2868
9179,1206,3379
9180,1206,3770
9181,1207,1255
9182,1207,1276
9183,1207,2009
9184,1207,2085
9185,1207,2220
9186,1207,2588
9187,1207,2818
9188,1207,3819
9189,1207,4050
9190,1208,1260
9191,1208,1283
9192,1208,1572
9193,1208,1582
9194,1208,1801
9195,1208,1878
9196,1208,1993
9197,1208,2072
9198,1208,2121
9199,1208,2269
9200,1208,2287
9201,1208,2394
9202,1208,2860
9203,1208,3021
9204,1208,3197
9205,1208,3442
9206,1208,3929
9207,1208,3953
9208,1208,3999
9209,1208,4053
9210,1208,4075
9211,1208,4079
9212,1208,4094
9213,1208,4105
9214,1209,1917
9215,1209,3724
9216,1210,2543
9217,1211,1288
9218,1211,1447
9219,1211,2006
9220,1211,2515
9221,1211,2586
9222,1211,3395
9223,1211,3800
9224,1211,3804
9225,1212,3601
9226,1213,2093
9227,1213,2812
9228,1213,3704
9229,1214,2474
9230,1215,3482
9231,1216,2357
9232,1216,3366
9233,1216,4057
9234,1217,1301
9235,1217,1320
9236,1217,1384
9237,1217,1536
9238,1217,1586
9239,1217,1694
9240,1217,1783
9241,1217,1858
9242,1217,2189
9243,1217,2263
9244,1217,2341
9245,1217,2346
9246,1217,2422
9247,1217,2476
9248,1217,2503
9249,1217,2511
9250,1217,2563
9251,1217,2564
9252,1217,2589
9253,1217,2802
9254,1217,2917
9255,1217,2920
9256,1217,3263
9257,1217,3527
9258,1217,3541
9259,1217,3564
9260,1217,3646
9261,1217,3648
9262,1217,3770
9263,1217,3774
9264,1217,3960
9265,1218,1240
9266,1218,1544
9267,1218,1620
9268,1218,3343
9269,1218,3998
9270,1219,1251
9271,1219,1532
9272,1220,1633
9273,1220,2201
9274,1220,2858
9275,1220,3388
9276,1220,3608
9277,1220,3793
9278,1221,2432
9279,1221,2842
9280,1221,2905
9281,1221,3478
9282,1221,3479
9283,1221,3547
9284,1221,3636
9285,1222,1857
9286,1222,2580
9287,1222,3616
9288,1223,3128
9289,1223,3540
9290,1223,3736
9291,1225,1488
9292,1225,1779
9293,1225,2453
9294,1225,4065
9295,1226,1700
9296,1226,1950
9297,1226,2271
9298,1226,2970
9299,1227,1951
9300,1227,2139
9301,1227,2504
9302,1228,2006
9303,1229,2840
9304,1229,3790
9305,1230,2122
9306,1230,2162
9307,1230,2412
9308,1230,2804
9309,1230,3839
9310,1231,2816
9311,1231,2952
9312,1231,3176
9313,1232,2761
9314,1233,1676
9315,1233,1889
9316,1233,1954
9317,1233,2984
9318,1233,3201
9319,1233,3671
9320,1234,2859
9321,1235,1393
9322,1235,1908
9323,1235,2228
9324,1235,2424
9325,1235,2631
9326,1235,3586
9327,1235,3786
9328,1236,2126
9329,1236,2434
9330,1236,2967
9331,1236,3037
9332,1236,3278
9333,1236,3757
9334,1236,4055
9335,1237,3805
9336,1238,1681
9337,1238,1915
9338,1238,1952
9339,1238,3124
9340,1238,3386
9341,1238,3389
9342,1238,3988
9343,1239,1392
9344,1239,1525
9345,1239,1729
9346,1239,1821
9347,1239,1923
9348,1239,1978
9349,1239,2457
9350,1239,2521
9351,1239,2734
9352,1239,3000
9353,1239,3011
9354,1239,3026
9355,1239,3561
9356,1239,3653
9357,1239,3829
9358,1239,3866
9359,1240,1544
9360,1240,1620
9361,1240,3343
9362,1240,3998
9363,1241,1755
9364,1241,2067
9365,1241,2069
9366,1241,2417
9367,1241,2863
9368,1241,3410
9369,1241,3649
9370,1242,1565
9371,1242,1890
9372,1242,1982
9373,1242,2489
9374,1242,2654
9375,1242,2656
9376,1242,3760
9377,1242,3980
9378,1243,2859
9379,1243,3165
9380,1244,3449
9381,1245,1806
9382,1245,2017
9383,1245,2088
9384,1245,2284
9385,1245,3256
9386,1246,1929
9387,1246,3373
9388,1246,3895
9389,1247,1250
9390,1247,2028
9391,1247,2648
9392,1247,3872
9393,1248,3412
9394,1249,2976
9395,1249,3139
9396,1249,3647
9397,1249,3862
9398,1249,3902
9399,1250,2028
9400,1250,2648
9401,1250,3872
9402,1251,1532
9403,1251,1910
9404,1251,2789
9405,1251,3222
9406,1251,3602
9407,1252,1608
9408,1252,2295
9409,1252,2387
9410,1252,2467
9411,1252,2655
9412,1253,3493
9413,1254,1654
9414,1254,2011
9415,1254,2451
9416,1254,2502
9417,1254,2587
9418,1254,3337
9419,1254,3350
9420,1254,3482
9421,1254,3573
9422,1255,1276
9423,1255,2009
9424,1255,2085
9425,1255,2220
9426,1255,2588
9427,1255,2818
9428,1255,2872
9429,1255,3214
9430,1255,3819
9431,1255,4050
9432,1256,1816
9433,1256,3892
9434,1257,2543
9435,1258,2771
9436,1258,2991
9437,1258,3103
9438,1259,1459
9439,1259,1796
9440,1259,2296
9441,1259,2342
9442,1259,2454
9443,1259,2455
9444,1259,2638
9445,1259,2792
9446,1259,3083
9447,1259,3687
9448,1260,1283
9449,1260,1801
9450,1261,1279
9451,1261,2107
9452,1262,3103
9453,1263,2761
9454,1264,1707
9455,1264,1936
9456,1264,2097
9457,1264,2196
9458,1264,2277
9459,1264,2416
9460,1264,2531
9461,1264,2791
9462,1264,2823
9463,1264,3868
9464,1264,3900
9465,1265,2761
9466,1266,2761
9467,1267,1776
9468,1267,2710
9469,1267,3303
9470,1267,3777
9471,1268,2641
9472,1268,2649
9473,1268,3030
9474,1268,3837
9475,1269,1542
9476,1269,1596
9477,1269,2248
9478,1269,2363
9479,1269,2456
9480,1269,3748
9481,1269,3870
9482,1270,1958
9483,1270,3740
9484,1270,3870
9485,1271,3263
9486,1271,3805
9487,1271,4083
9488,1272,1530
9489,1272,1844
9490,1272,4046
9491,1273,1402
9492,1273,1439
9493,1273,3616
9494,1274,1654
9495,1275,2824
9496,1275,2835
9497,1276,2009
9498,1276,2085
9499,1276,2220
9500,1276,2588
9501,1276,2818
9502,1276,2872
9503,1276,3214
9504,1276,3819
9505,1276,4050
9506,1277,3072
9507,1278,1281
9508,1278,1322
9509,1278,1979
9510,1278,2024
9511,1278,2556
9512,1278,2983
9513,1278,2985
9514,1279,1318
9515,1279,1324
9516,1279,1722
9517,1279,1826
9518,1279,1827
9519,1279,1922
9520,1279,2107
9521,1279,2216
9522,1279,2332
9523,1279,2576
9524,1279,2966
9525,1279,2990
9526,1279,3195
9527,1279,3277
9528,1279,3477
9529,1279,3903
9530,1280,1438
9531,1280,1589
9532,1280,1747
9533,1280,1881
9534,1280,1893
9535,1280,2053
9536,1280,2104
9537,1280,2926
9538,1280,3043
9539,1280,3774
9540,1281,1322
9541,1281,1979
9542,1281,2024
9543,1281,2556
9544,1281,2983
9545,1281,2985
9546,1282,2354
9547,1283,1572
9548,1283,1801
9549,1283,2269
9550,1283,2394
9551,1283,2510
9552,1283,2518
9553,1283,3021
9554,1283,3442
9555,1283,3929
9556,1283,3953
9557,1283,3987
9558,1284,1615
9559,1284,2468
9560,1284,3644
9561,1285,3762
9562,1285,4001
9563,1287,2543
9564,1288,1447
9565,1288,1677
9566,1288,1912
9567,1288,2006
9568,1288,2347
9569,1288,2732
9570,1288,3214
9571,1288,3769
9572,1288,3800
9573,1288,3804
9574,1289,2869
9575,1289,3069
9576,1290,1403
9577,1290,2494
9578,1290,3406
9579,1291,1774
9580,1291,2120
9581,1291,2170
9582,1291,2199
9583,1291,2221
9584,1291,3015
9585,1291,3405
9586,1291,3555
9587,1291,3754
9588,1291,3756
9589,1291,3779
9590,1292,4089
9591,1293,3792
9592,1294,1568
9593,1294,2758
9594,1294,3277
9595,1294,3908
9596,1295,1833
9597,1295,1999
9598,1295,2614
9599,1295,2705
9600,1295,2813
9601,1295,3028
9602,1295,3260
9603,1295,3543
9604,1295,3957
9605,1295,4043
9606,1296,3764
9607,1296,3800
9608,1296,3968
9609,1297,1433
9610,1297,1504
9611,1297,1575
9612,1298,2188
9613,1298,2687
9614,1298,2702
9615,1298,3145
9616,1298,3565
9617,1298,3727
9618,1298,4106
9619,1299,1529
9620,1299,1636
9621,1299,1668
9622,1299,2285
9623,1299,2426
9624,1299,2607
9625,1299,2723
9626,1299,2962
9627,1299,3469
9628,1299,3667
9629,1300,1351
9630,1300,1580
9631,1300,1605
9632,1300,2506
9633,1300,2735
9634,1300,3457
9635,1300,3745
9636,1300,3782
9637,1301,1312
9638,1301,1348
9639,1301,1586
9640,1301,1674
9641,1301,1718
9642,1301,1890
9643,1301,2265
9644,1301,2366
9645,1301,2500
9646,1301,2637
9647,1301,2903
9648,1301,3073
9649,1301,3263
9650,1301,3379
9651,1301,3439
9652,1301,3628
9653,1301,3646
9654,1301,3805
9655,1302,1448
9656,1302,1685
9657,1302,2925
9658,1302,3294
9659,1302,3433
9660,1303,2367
9661,1303,2429
9662,1303,2608
9663,1303,2849
9664,1303,2891
9665,1303,3097
9666,1303,3670
9667,1303,3996
9668,1304,1921
9669,1304,2458
9670,1304,2707
9671,1304,2914
9672,1304,3526
9673,1304,4024
9674,1305,1708
9675,1305,1965
9676,1305,2006
9677,1305,2822
9678,1305,3281
9679,1305,3800
9680,1306,2079
9681,1306,2444
9682,1306,2570
9683,1306,2715
9684,1306,2835
9685,1306,3708
9686,1306,3838
9687,1307,2079
9688,1308,3433
9689,1309,2759
9690,1311,3870
9691,1312,1853
9692,1312,1890
9693,1312,2500
9694,1312,3020
9695,1312,3239
9696,1312,3244
9697,1312,3263
9698,1312,3307
9699,1312,3379
9700,1312,3500
9701,1312,3646
9702,1312,3770
9703,1313,2036
9704,1313,2345
9705,1313,2389
9706,1313,2464
9707,1313,2686
9708,1313,2877
9709,1315,1465
9710,1315,2698
9711,1316,1332
9712,1316,1595
9713,1316,2015
9714,1316,2169
9715,1316,2578
9716,1316,2668
9717,1316,2838
9718,1316,3329
9719,1316,3402
9720,1316,3502
9721,1317,1601
9722,1317,1976
9723,1317,2077
9724,1317,2095
9725,1317,2108
9726,1317,2420
9727,1317,2706
9728,1317,2848
9729,1317,3153
9730,1317,3182
9731,1317,3220
9732,1317,3537
9733,1317,3953
9734,1318,1324
9735,1318,1826
9736,1318,1827
9737,1318,2332
9738,1318,2990
9739,1318,3477
9740,1318,3903
9741,1319,1597
9742,1319,1913
9743,1319,1972
9744,1319,2153
9745,1319,2381
9746,1319,3870
9747,1320,2920
9748,1320,3960
9749,1321,2124
9750,1322,1979
9751,1322,2024
9752,1322,2137
9753,1322,2450
9754,1322,2556
9755,1322,2586
9756,1322,2983
9757,1322,2985
9758,1323,1480
9759,1323,2106
9760,1323,2300
9761,1323,2469
9762,1323,3006
9763,1323,3070
9764,1323,3224
9765,1323,3368
9766,1323,3772
9767,1323,3877
9768,1323,4013
9769,1323,4017
9770,1324,1826
9771,1324,1827
9772,1324,2332
9773,1324,2990
9774,1324,3477
9775,1324,3903
9776,1325,1491
9777,1325,1588
9778,1325,2339
9779,1325,2628
9780,1326,3940
9781,1327,1836
9782,1327,2034
9783,1327,2073
9784,1327,3123
9785,1327,3199
9786,1327,3219
9787,1327,3229
9788,1327,4008
9789,1328,1418
9790,1328,1460
9791,1328,1544
9792,1328,1661
9793,1328,1908
9794,1328,2493
9795,1328,2659
9796,1328,2956
9797,1328,4006
9798,1328,4072
9799,1329,2694
9800,1329,3360
9801,1329,4111
9802,1330,1455
9803,1330,1873
9804,1330,1948
9805,1330,2070
9806,1330,2204
9807,1330,2262
9808,1330,2350
9809,1330,2362
9810,1330,2582
9811,1330,2684
9812,1330,2801
9813,1330,2965
9814,1330,3102
9815,1330,3212
9816,1330,3835
9817,1330,3854
9818,1330,4085
9819,1331,1892
9820,1331,2468
9821,1331,2532
9822,1331,2717
9823,1331,2803
9824,1332,1595
9825,1332,2169
9826,1332,2578
9827,1332,2668
9828,1333,2726
9829,1333,2807
9830,1333,3574
9831,1334,1657
9832,1334,1745
9833,1334,1894
9834,1334,1895
9835,1334,1911
9836,1334,1920
9837,1334,2634
9838,1334,2653
9839,1334,2808
9840,1334,2839
9841,1334,3028
9842,1334,3072
9843,1335,1640
9844,1335,2115
9845,1335,2354
9846,1335,2886
9847,1335,2902
9848,1335,2947
9849,1335,3574
9850,1335,3692
9851,1336,2663
9852,1337,1637
9853,1337,2087
9854,1337,2184
9855,1337,2366
9856,1337,2725
9857,1337,2821
9858,1338,2345
9859,1339,1356
9860,1339,1807
9861,1339,2035
9862,1339,2214
9863,1339,2438
9864,1339,2630
9865,1339,3484
9866,1339,3839
9867,1341,2217
9868,1341,2356
9869,1341,3709
9870,1341,3776
9871,1343,1512
9872,1343,1716
9873,1343,1762
9874,1344,1806
9875,1344,1895
9876,1344,2524
9877,1344,3591
9878,1344,3693
9879,1344,3878
9880,1345,2490
9881,1345,3192
9882,1346,1879
9883,1346,2737
9884,1346,3914
9885,1347,1357
9886,1347,1812
9887,1347,3063
9888,1347,3344
9889,1349,2253
9890,1349,3225
9891,1349,3562
9892,1349,3802
9893,1350,1803
9894,1351,1580
9895,1351,1605
9896,1351,2506
9897,1351,2735
9898,1351,2736
9899,1351,3457
9900,1351,3732
9901,1351,3745
9902,1351,3782
9903,1352,3433
9904,1354,3373
9905,1355,1399
9906,1355,1543
9907,1356,1807
9908,1356,2214
9909,1356,2543
9910,1356,3273
9911,1356,3839
9912,1357,1812
9913,1357,3063
9914,1357,3344
9915,1358,1781
9916,1358,1836
9917,1358,1987
9918,1358,2105
9919,1358,2334
9920,1358,2820
9921,1358,3259
9922,1358,3347
9923,1358,3850
9924,1359,1583
9925,1359,2722
9926,1359,3213
9927,1360,3667
9928,1361,3398
9929,1362,3630
9930,1363,2778
9931,1363,2935
9932,1363,3223
9933,1363,3546
9934,1364,1654
9935,1365,1760
9936,1365,1774
9937,1365,2598
9938,1365,2786
9939,1365,3315
9940,1365,3359
9941,1366,1721
9942,1366,2055
9943,1366,2718
9944,1366,2963
9945,1368,1737
9946,1368,2282
9947,1368,2695
9948,1368,3162
9949,1368,3338
9950,1368,3619
9951,1368,3736
9952,1369,2337
9953,1369,3272
9954,1370,1450
9955,1370,2461
9956,1370,2754
9957,1371,1503
9958,1371,1603
9959,1371,1611
9960,1371,1689
9961,1371,2181
9962,1371,2508
9963,1371,2700
9964,1371,2880
9965,1371,3179
9966,1371,3732
9967,1371,3752
9968,1375,1472
9969,1375,2113
9970,1375,3570
9971,1378,3727
9972,1379,1498
9973,1379,2635
9974,1379,2993
9975,1379,3750
9976,1380,1895
9977,1380,2344
9978,1381,1834
9979,1381,1888
9980,1381,1898
9981,1381,2313
9982,1381,3334
9983,1381,3363
9984,1381,3378
9985,1381,3475
9986,1381,3811
9987,1381,3989
9988,1382,1442
9989,1382,1677
9990,1382,1696
9991,1382,2238
9992,1382,2468
9993,1382,2717
9994,1382,2803
9995,1382,3476
9996,1382,3505
9997,1383,1973
9998,1383,2290
9999,1383,2721
10000,1383,2778
10001,1383,2868
10002,1383,3223
10003,1383,3379
10004,1383,3546
10005,1383,3770
10006,1385,2442
10007,1385,2851
10008,1386,1917
10009,1387,1645
10010,1387,1646
10011,1387,1742
10012,1387,2652
10013,1387,2814
10014,1387,3504
10015,1387,3714
10016,1387,3767
10017,1387,3901
10018,1387,3977
10019,1387,4054
10020,1388,2060
10021,1388,3488
10022,1388,3597
10023,1388,3779
10024,1388,3841
10025,1389,1446
10026,1389,1489
10027,1389,1528
10028,1389,1545
10029,1389,1567
10030,1389,1587
10031,1389,1589
10032,1389,1648
10033,1389,1657
10034,1389,1721
10035,1389,1730
10036,1389,1895
10037,1389,1917
10038,1389,1954
10039,1389,2029
10040,1389,2104
10041,1389,2109
10042,1389,2140
10043,1389,2211
10044,1389,2263
10045,1389,2344
10046,1389,2422
10047,1389,2442
10048,1389,2507
10049,1389,2718
10050,1389,2778
10051,1389,2808
10052,1389,2839
10053,1389,2854
10054,1389,2924
10055,1389,2926
10056,1389,2928
10057,1389,2962
10058,1389,2963
10059,1389,3055
10060,1389,3072
10061,1389,3160
10062,1389,3263
10063,1389,3267
10064,1389,3340
10065,1389,3367
10066,1389,3379
10067,1389,3414
10068,1389,3425
10069,1389,3493
10070,1389,3524
10071,1389,3564
10072,1389,3581
10073,1389,3603
10074,1389,3642
10075,1389,3671
10076,1389,3724
10077,1389,3774
10078,1389,3847
10079,1389,3939
10080,1389,3989
10081,1389,4080
10082,1390,2675
10083,1391,3339
10084,1392,1821
10085,1392,1923
10086,1392,1978
10087,1392,2457
10088,1392,2521
10089,1392,3011
10090,1392,3829
10091,1392,3866
10092,1393,1616
10093,1393,1908
10094,1393,2631
10095,1393,3050
10096,1393,3586
10097,1393,3786
10098,1394,2759
10099,1395,1466
10100,1395,1790
10101,1395,2391
10102,1395,2422
10103,1395,2507
10104,1395,2523
10105,1395,2787
10106,1395,2847
10107,1395,3623
10108,1396,2903
10109,1397,1620
10110,1398,2835
10111,1398,3741
10112,1399,1401
10113,1399,1720
10114,1399,1887
10115,1399,2114
10116,1399,2992
10117,1399,3003
10118,1399,3316
10119,1399,3455
10120,1399,3661
10121,1399,3899
10122,1399,3955
10123,1399,3956
10124,1399,3959
10125,1399,3961
10126,1399,3965
10127,1399,3966
10128,1399,3979
10129,1400,1710
10130,1400,1989
10131,1400,2442
10132,1400,2475
10133,1400,2565
10134,1400,2671
10135,1400,2851
10136,1400,3632
10137,1400,3799
10138,1400,3890
10139,1400,3940
10140,1400,3944
10141,1400,4009
10142,1401,3316
10143,1401,3455
10144,1401,3955
10145,1401,3956
10146,1401,3959
10147,1401,3961
10148,1401,3965
10149,1401,3966
10150,1401,3979
